Steps,_id,Player,CPU,Result
6151,6112f8ab3152bfcf243cb4da,paper,scissors,-1
6152,6112f8ab3152bfcf243cb4db,rock,paper,-1
6153,6112f8ab3152bfcf243cb4dc,scissors,paper,1
6154,6112f8ab3152bfcf243cb4dd,rock,paper,-1
6155,6112f8ab3152bfcf243cb4de,scissors,scissors,0
6156,6112f8ab3152bfcf243cb4df,paper,paper,0
6157,6112f8ab3152bfcf243cb4e0,rock,rock,0
6158,6112f8ab3152bfcf243cb4e1,paper,scissors,-1
6159,6112f8ab3152bfcf243cb4e2,scissors,rock,-1
6160,6112f8ab3152bfcf243cb4e3,rock,scissors,1
6161,6112f8ab3152bfcf243cb4e4,rock,paper,-1
6162,6112f8ab3152bfcf243cb4e5,paper,rock,1
6163,6112f8ab3152bfcf243cb4e6,paper,paper,0
6164,6112f8ab3152bfcf243cb4e7,rock,scissors,1
6165,6112f8ab3152bfcf243cb4e8,paper,rock,1
6166,6112f8ab3152bfcf243cb4e9,rock,rock,0
6167,6112f8ab3152bfcf243cb4ea,paper,rock,1
6168,6112f8ab3152bfcf243cb4eb,scissors,paper,1
6169,6112f8ab3152bfcf243cb4ec,rock,rock,0
6170,6112f8ab3152bfcf243cb4ed,scissors,rock,-1
6171,6112f8ab3152bfcf243cb4ee,rock,rock,0
6172,6112f8ab3152bfcf243cb4ef,rock,scissors,1
6173,6112f8ab3152bfcf243cb4f0,rock,scissors,1
6174,6112f8ab3152bfcf243cb4f1,rock,scissors,1
6175,6112f8ab3152bfcf243cb4f2,rock,rock,0
6176,6112f8ab3152bfcf243cb4f3,scissors,rock,-1
6177,6112f8ab3152bfcf243cb4f4,scissors,scissors,0
6178,6112f8ab3152bfcf243cb4f5,scissors,paper,1
6179,6112f8ab3152bfcf243cb4f6,scissors,scissors,0
6180,6112f8ab3152bfcf243cb4f7,paper,rock,1
6181,6112f8ab3152bfcf243cb4f8,rock,rock,0
6182,6112f8ab3152bfcf243cb4f9,rock,rock,0
6183,6112f8ab3152bfcf243cb4fa,paper,rock,1
6184,6112f8ab3152bfcf243cb4fb,paper,paper,0
6185,6112f8ab3152bfcf243cb4fc,rock,scissors,1
6186,6112f8ab3152bfcf243cb4fd,paper,scissors,-1
6187,6112f8ab3152bfcf243cb4fe,scissors,rock,-1
6188,6112f8ab3152bfcf243cb4ff,rock,scissors,1
6189,6112f8ab3152bfcf243cb500,scissors,paper,1
6190,6112f8ab3152bfcf243cb501,rock,paper,-1
6191,6112f8ab3152bfcf243cb502,scissors,scissors,0
6192,6112f8ab3152bfcf243cb503,paper,scissors,-1
6193,6112f8ab3152bfcf243cb504,rock,paper,-1
6194,6112f8ab3152bfcf243cb505,paper,paper,0
6195,6112f8ab3152bfcf243cb506,scissors,paper,1
6196,6112f8ab3152bfcf243cb507,scissors,paper,1
6197,6112f8ab3152bfcf243cb508,rock,paper,-1
6198,6112f8ab3152bfcf243cb509,rock,rock,0
6199,6112f8ab3152bfcf243cb50a,scissors,scissors,0
6200,6112f8ab3152bfcf243cb50b,paper,paper,0
6201,6112f8ab3152bfcf243cb50c,scissors,rock,-1
6202,6112f8ab3152bfcf243cb50d,scissors,paper,1
6203,6112f8ab3152bfcf243cb50e,scissors,rock,-1
6204,6112f8ab3152bfcf243cb50f,scissors,paper,1
6205,6112f8ab3152bfcf243cb510,scissors,paper,1
6206,6112f8ab3152bfcf243cb511,paper,paper,0
6207,6112f8ab3152bfcf243cb512,paper,paper,0
6208,6112f8ab3152bfcf243cb513,paper,scissors,-1
6209,6112f8ab3152bfcf243cb514,scissors,scissors,0
6210,6112f8ab3152bfcf243cb515,paper,rock,1
6211,6112f8ab3152bfcf243cb516,paper,paper,0
6212,6112f8ab3152bfcf243cb517,paper,paper,0
6213,6112f8ab3152bfcf243cb518,scissors,paper,1
6214,6112f8ab3152bfcf243cb519,rock,paper,-1
6215,6112f8ab3152bfcf243cb51a,scissors,rock,-1
6216,6112f8ab3152bfcf243cb51b,paper,rock,1
6217,6112f8ab3152bfcf243cb51c,paper,scissors,-1
6218,6112f8ab3152bfcf243cb51d,rock,scissors,1
6219,6112f8ab3152bfcf243cb51e,paper,scissors,-1
6220,6112f8ab3152bfcf243cb51f,scissors,scissors,0
6221,6112f8ab3152bfcf243cb520,scissors,rock,-1
6222,6112f8ab3152bfcf243cb521,paper,rock,1
6223,6112f8ab3152bfcf243cb522,scissors,rock,-1
6224,6112f8ab3152bfcf243cb523,rock,scissors,1
6225,6112f8ab3152bfcf243cb524,paper,rock,1
6226,6112f8ab3152bfcf243cb525,scissors,scissors,0
6227,6112f8ab3152bfcf243cb526,scissors,rock,-1
6228,6112f8ab3152bfcf243cb527,paper,scissors,-1
6229,6112f8ab3152bfcf243cb528,paper,scissors,-1
6230,6112f8ab3152bfcf243cb529,rock,paper,-1
6231,6112f8ab3152bfcf243cb52a,paper,rock,1
6232,6112f8ab3152bfcf243cb52b,paper,scissors,-1
6233,6112f8ab3152bfcf243cb52c,rock,scissors,1
6234,6112f8ab3152bfcf243cb52d,paper,paper,0
6235,6112f8ab3152bfcf243cb52e,rock,scissors,1
6236,6112f8ab3152bfcf243cb52f,rock,rock,0
6237,6112f8ab3152bfcf243cb530,rock,rock,0
6238,6112f8ab3152bfcf243cb531,rock,paper,-1
6239,6112f8ab3152bfcf243cb532,paper,rock,1
6240,6112f8ab3152bfcf243cb533,scissors,rock,-1
6241,6112f8ab3152bfcf243cb534,rock,scissors,1
6242,6112f8ab3152bfcf243cb535,scissors,rock,-1
6243,6112f8ab3152bfcf243cb536,scissors,rock,-1
6244,6112f8ab3152bfcf243cb537,paper,rock,1
6245,6112f8ab3152bfcf243cb538,rock,rock,0
6246,6112f8ab3152bfcf243cb539,paper,paper,0
6247,6112f8ab3152bfcf243cb53a,rock,scissors,1
6248,6112f8ac3152bfcf243cb53b,rock,scissors,1
6249,6112f8ac3152bfcf243cb53c,paper,scissors,-1
6250,6112f8ac3152bfcf243cb53d,rock,rock,0
6251,6112f8ac3152bfcf243cb53e,scissors,scissors,0
6252,6112f8ac3152bfcf243cb53f,paper,scissors,-1
6253,6112f8ac3152bfcf243cb540,paper,scissors,-1
6254,6112f8ac3152bfcf243cb541,scissors,paper,1
6255,6112f8ac3152bfcf243cb542,paper,rock,1
6256,6112f8ac3152bfcf243cb543,paper,rock,1
6257,6112f8ac3152bfcf243cb544,scissors,scissors,0
6258,6112f8ac3152bfcf243cb545,paper,scissors,-1
6259,6112f8ac3152bfcf243cb546,paper,paper,0
6260,6112f8ac3152bfcf243cb547,paper,rock,1
6261,6112f8ac3152bfcf243cb548,scissors,paper,1
6262,6112f8ac3152bfcf243cb549,rock,rock,0
6263,6112f8ac3152bfcf243cb54a,paper,rock,1
6264,6112f8ac3152bfcf243cb54b,scissors,rock,-1
6265,6112f8ac3152bfcf243cb54c,paper,rock,1
6266,6112f8ac3152bfcf243cb54d,rock,scissors,1
6267,6112f8ac3152bfcf243cb54e,rock,rock,0
6268,6112f8ac3152bfcf243cb54f,paper,scissors,-1
6269,6112f8ac3152bfcf243cb550,rock,scissors,1
6270,6112f8ac3152bfcf243cb551,paper,rock,1
6271,6112f8ac3152bfcf243cb552,paper,scissors,-1
6272,6112f8ac3152bfcf243cb553,paper,paper,0
6273,6112f8ac3152bfcf243cb554,rock,rock,0
6274,6112f8ac3152bfcf243cb555,scissors,rock,-1
6275,6112f8ac3152bfcf243cb556,rock,rock,0
6276,6112f8ac3152bfcf243cb557,rock,paper,-1
6277,6112f8ac3152bfcf243cb558,rock,paper,-1
6278,6112f8ac3152bfcf243cb559,rock,rock,0
6279,6112f8ac3152bfcf243cb55a,rock,rock,0
6280,6112f8ac3152bfcf243cb55b,rock,rock,0
6281,6112f8ac3152bfcf243cb55c,paper,paper,0
6282,6112f8ac3152bfcf243cb55d,scissors,paper,1
6283,6112f8ac3152bfcf243cb55e,scissors,rock,-1
6284,6112f8ac3152bfcf243cb55f,rock,rock,0
6285,6112f8ac3152bfcf243cb560,rock,paper,-1
6286,6112f8ac3152bfcf243cb561,paper,scissors,-1
6287,6112f8ac3152bfcf243cb562,rock,rock,0
6288,6112f8ac3152bfcf243cb563,rock,rock,0
6289,6112f8ac3152bfcf243cb564,scissors,paper,1
6290,6112f8ac3152bfcf243cb565,rock,rock,0
6291,6112f8ac3152bfcf243cb566,rock,scissors,1
6292,6112f8ac3152bfcf243cb567,rock,rock,0
6293,6112f8ac3152bfcf243cb568,rock,scissors,1
6294,6112f8ac3152bfcf243cb569,paper,rock,1
6295,6112f8ac3152bfcf243cb56a,paper,rock,1
6296,6112f8ac3152bfcf243cb56b,rock,scissors,1
6297,6112f8ac3152bfcf243cb56c,paper,rock,1
6298,6112f8ac3152bfcf243cb56d,paper,paper,0
6299,6112f8ac3152bfcf243cb56e,paper,paper,0
6300,6112f8ac3152bfcf243cb56f,scissors,paper,1
6301,6112f8ac3152bfcf243cb570,paper,scissors,-1
6302,6112f8ac3152bfcf243cb571,rock,scissors,1
6303,6112f8ac3152bfcf243cb572,rock,scissors,1
6304,6112f8ac3152bfcf243cb573,scissors,paper,1
6305,6112f8ac3152bfcf243cb574,paper,paper,0
6306,6112f8ac3152bfcf243cb575,rock,scissors,1
6307,6112f8ac3152bfcf243cb576,scissors,scissors,0
6308,6112f8ac3152bfcf243cb577,rock,rock,0
6309,6112f8ac3152bfcf243cb578,scissors,paper,1
6310,6112f8ac3152bfcf243cb579,rock,rock,0
6311,6112f8ac3152bfcf243cb57a,paper,paper,0
6312,6112f8ac3152bfcf243cb57b,paper,paper,0
6313,6112f8ac3152bfcf243cb57c,rock,rock,0
6314,6112f8ac3152bfcf243cb57d,paper,paper,0
6315,6112f8ac3152bfcf243cb57e,scissors,rock,-1
6316,6112f8ac3152bfcf243cb57f,rock,rock,0
6317,6112f8ac3152bfcf243cb580,paper,rock,1
6318,6112f8ac3152bfcf243cb581,scissors,scissors,0
6319,6112f8ac3152bfcf243cb582,rock,paper,-1
6320,6112f8ac3152bfcf243cb583,paper,scissors,-1
6321,6112f8ac3152bfcf243cb584,scissors,rock,-1
6322,6112f8ac3152bfcf243cb585,paper,paper,0
6323,6112f8ac3152bfcf243cb586,paper,rock,1
6324,6112f8ac3152bfcf243cb587,rock,paper,-1
6325,6112f8ac3152bfcf243cb588,scissors,rock,-1
6326,6112f8ac3152bfcf243cb589,rock,scissors,1
6327,6112f8ac3152bfcf243cb58a,rock,paper,-1
6328,6112f8ac3152bfcf243cb58b,rock,scissors,1
6329,6112f8ac3152bfcf243cb58c,paper,scissors,-1
6330,6112f8ac3152bfcf243cb58d,rock,paper,-1
6331,6112f8ac3152bfcf243cb58e,rock,paper,-1
6332,6112f8ac3152bfcf243cb58f,scissors,paper,1
6333,6112f8ac3152bfcf243cb590,paper,paper,0
6334,6112f8ac3152bfcf243cb591,scissors,paper,1
6335,6112f8ac3152bfcf243cb592,rock,rock,0
6336,6112f8ac3152bfcf243cb593,rock,rock,0
6337,6112f8ac3152bfcf243cb594,scissors,scissors,0
6338,6112f8ac3152bfcf243cb595,rock,paper,-1
6339,6112f8ac3152bfcf243cb596,scissors,rock,-1
6340,6112f8ac3152bfcf243cb597,paper,paper,0
6341,6112f8ac3152bfcf243cb598,rock,scissors,1
6342,6112f8ac3152bfcf243cb599,rock,rock,0
6343,6112f8ac3152bfcf243cb59a,paper,paper,0
6344,6112f8ac3152bfcf243cb59b,paper,rock,1
6345,6112f8ac3152bfcf243cb59c,scissors,rock,-1
6346,6112f8ad3152bfcf243cb59d,paper,paper,0
6347,6112f8ad3152bfcf243cb59e,scissors,scissors,0
6348,6112f8ad3152bfcf243cb59f,rock,paper,-1
6349,6112f8ad3152bfcf243cb5a0,scissors,scissors,0
6350,6112f8ad3152bfcf243cb5a1,paper,scissors,-1
6351,6112f8ad3152bfcf243cb5a2,rock,scissors,1
6352,6112f8ad3152bfcf243cb5a3,rock,scissors,1
6353,6112f8ad3152bfcf243cb5a4,paper,scissors,-1
6354,6112f8ad3152bfcf243cb5a5,paper,scissors,-1
6355,6112f8ad3152bfcf243cb5a6,scissors,scissors,0
6356,6112f8ad3152bfcf243cb5a7,rock,rock,0
6357,6112f8ad3152bfcf243cb5a8,scissors,paper,1
6358,6112f8ad3152bfcf243cb5a9,rock,paper,-1
6359,6112f8ad3152bfcf243cb5aa,paper,paper,0
6360,6112f8ad3152bfcf243cb5ab,scissors,scissors,0
6361,6112f8ad3152bfcf243cb5ac,rock,paper,-1
6362,6112f8ad3152bfcf243cb5ad,paper,scissors,-1
6363,6112f8ad3152bfcf243cb5ae,rock,scissors,1
6364,6112f8ad3152bfcf243cb5af,scissors,rock,-1
6365,6112f8ad3152bfcf243cb5b0,scissors,rock,-1
6366,6112f8ad3152bfcf243cb5b1,paper,scissors,-1
6367,6112f8ad3152bfcf243cb5b2,scissors,rock,-1
6368,6112f8ad3152bfcf243cb5b3,rock,paper,-1
6369,6112f8ad3152bfcf243cb5b4,scissors,scissors,0
6370,6112f8ad3152bfcf243cb5b5,scissors,paper,1
6371,6112f8ad3152bfcf243cb5b6,rock,scissors,1
6372,6112f8ad3152bfcf243cb5b7,rock,paper,-1
6373,6112f8ad3152bfcf243cb5b8,rock,paper,-1
6374,6112f8ad3152bfcf243cb5b9,scissors,paper,1
6375,6112f8ad3152bfcf243cb5ba,rock,rock,0
6376,6112f8ad3152bfcf243cb5bb,scissors,scissors,0
6377,6112f8ad3152bfcf243cb5bc,rock,paper,-1
6378,6112f8ad3152bfcf243cb5bd,paper,paper,0
6379,6112f8ad3152bfcf243cb5be,paper,paper,0
6380,6112f8ad3152bfcf243cb5bf,paper,rock,1
6381,6112f8ad3152bfcf243cb5c0,scissors,paper,1
6382,6112f8ad3152bfcf243cb5c1,scissors,scissors,0
6383,6112f8ad3152bfcf243cb5c2,rock,rock,0
6384,6112f8ad3152bfcf243cb5c3,rock,scissors,1
6385,6112f8ad3152bfcf243cb5c4,rock,scissors,1
6386,6112f8ad3152bfcf243cb5c5,scissors,scissors,0
6387,6112f8ad3152bfcf243cb5c6,scissors,scissors,0
6388,6112f8ad3152bfcf243cb5c7,rock,paper,-1
6389,6112f8ad3152bfcf243cb5c8,rock,scissors,1
6390,6112f8ad3152bfcf243cb5c9,rock,scissors,1
6391,6112f8ad3152bfcf243cb5ca,paper,scissors,-1
6392,6112f8ad3152bfcf243cb5cb,rock,paper,-1
6393,6112f8ad3152bfcf243cb5cc,rock,paper,-1
6394,6112f8ad3152bfcf243cb5cd,rock,paper,-1
6395,6112f8ad3152bfcf243cb5ce,rock,rock,0
6396,6112f8ad3152bfcf243cb5cf,rock,scissors,1
6397,6112f8ad3152bfcf243cb5d0,paper,rock,1
6398,6112f8ad3152bfcf243cb5d1,paper,rock,1
6399,6112f8ad3152bfcf243cb5d2,rock,paper,-1
6400,6112f8ad3152bfcf243cb5d3,paper,paper,0
6401,6112f8ad3152bfcf243cb5d4,scissors,paper,1
6402,6112f8ad3152bfcf243cb5d5,paper,scissors,-1
6403,6112f8ad3152bfcf243cb5d6,rock,scissors,1
6404,6112f8ad3152bfcf243cb5d7,paper,paper,0
6405,6112f8ad3152bfcf243cb5d8,paper,paper,0
6406,6112f8ad3152bfcf243cb5d9,scissors,paper,1
6407,6112f8ad3152bfcf243cb5da,scissors,scissors,0
6408,6112f8ad3152bfcf243cb5db,paper,scissors,-1
6409,6112f8ad3152bfcf243cb5dc,scissors,paper,1
6410,6112f8ad3152bfcf243cb5dd,scissors,rock,-1
6411,6112f8ad3152bfcf243cb5de,scissors,rock,-1
6412,6112f8ad3152bfcf243cb5df,scissors,rock,-1
6413,6112f8ad3152bfcf243cb5e0,rock,scissors,1
6414,6112f8ad3152bfcf243cb5e1,paper,paper,0
6415,6112f8ad3152bfcf243cb5e2,rock,scissors,1
6416,6112f8ad3152bfcf243cb5e3,paper,paper,0
6417,6112f8ad3152bfcf243cb5e4,rock,paper,-1
6418,6112f8ad3152bfcf243cb5e5,paper,rock,1
6419,6112f8ad3152bfcf243cb5e6,paper,rock,1
6420,6112f8ad3152bfcf243cb5e7,rock,rock,0
6421,6112f8ad3152bfcf243cb5e8,paper,paper,0
6422,6112f8ad3152bfcf243cb5e9,scissors,paper,1
6423,6112f8ad3152bfcf243cb5ea,paper,rock,1
6424,6112f8ad3152bfcf243cb5eb,paper,rock,1
6425,6112f8ad3152bfcf243cb5ec,scissors,paper,1
6426,6112f8ad3152bfcf243cb5ed,paper,rock,1
6427,6112f8ad3152bfcf243cb5ee,paper,scissors,-1
6428,6112f8ad3152bfcf243cb5ef,scissors,rock,-1
6429,6112f8ad3152bfcf243cb5f0,scissors,rock,-1
6430,6112f8ad3152bfcf243cb5f1,paper,paper,0
6431,6112f8ad3152bfcf243cb5f2,rock,paper,-1
6432,6112f8ad3152bfcf243cb5f3,paper,paper,0
6433,6112f8ad3152bfcf243cb5f4,paper,paper,0
6434,6112f8ad3152bfcf243cb5f5,scissors,scissors,0
6435,6112f8ad3152bfcf243cb5f6,scissors,paper,1
6436,6112f8ad3152bfcf243cb5f7,scissors,paper,1
6437,6112f8ad3152bfcf243cb5f8,paper,scissors,-1
6438,6112f8ad3152bfcf243cb5f9,rock,scissors,1
6439,6112f8ad3152bfcf243cb5fa,paper,scissors,-1
6440,6112f8ad3152bfcf243cb5fb,rock,scissors,1
6441,6112f8ad3152bfcf243cb5fc,paper,scissors,-1
6442,6112f8ad3152bfcf243cb5fd,paper,rock,1
6443,6112f8ad3152bfcf243cb5fe,paper,paper,0
6444,6112f8ae3152bfcf243cb5ff,rock,rock,0
6445,6112f8ae3152bfcf243cb600,scissors,paper,1
6446,6112f8ae3152bfcf243cb601,rock,scissors,1
6447,6112f8ae3152bfcf243cb602,paper,rock,1
6448,6112f8ae3152bfcf243cb603,scissors,rock,-1
6449,6112f8ae3152bfcf243cb604,paper,scissors,-1
6450,6112f8ae3152bfcf243cb605,paper,rock,1
6451,6112f8ae3152bfcf243cb606,paper,paper,0
6452,6112f8ae3152bfcf243cb607,paper,rock,1
6453,6112f8ae3152bfcf243cb608,scissors,paper,1
6454,6112f8ae3152bfcf243cb609,scissors,scissors,0
6455,6112f8ae3152bfcf243cb60a,rock,rock,0
6456,6112f8ae3152bfcf243cb60b,paper,rock,1
6457,6112f8ae3152bfcf243cb60c,scissors,rock,-1
6458,6112f8ae3152bfcf243cb60d,paper,paper,0
6459,6112f8ae3152bfcf243cb60e,paper,paper,0
6460,6112f8ae3152bfcf243cb60f,rock,paper,-1
6461,6112f8ae3152bfcf243cb610,paper,scissors,-1
6462,6112f8ae3152bfcf243cb611,paper,scissors,-1
6463,6112f8ae3152bfcf243cb612,paper,paper,0
6464,6112f8ae3152bfcf243cb613,rock,paper,-1
6465,6112f8ae3152bfcf243cb614,rock,paper,-1
6466,6112f8ae3152bfcf243cb615,rock,paper,-1
6467,6112f8ae3152bfcf243cb616,rock,paper,-1
6468,6112f8ae3152bfcf243cb617,rock,paper,-1
6469,6112f8ae3152bfcf243cb618,paper,rock,1
6470,6112f8ae3152bfcf243cb619,rock,rock,0
6471,6112f8ae3152bfcf243cb61a,paper,scissors,-1
6472,6112f8ae3152bfcf243cb61b,scissors,scissors,0
6473,6112f8ae3152bfcf243cb61c,paper,rock,1
6474,6112f8ae3152bfcf243cb61d,scissors,rock,-1
6475,6112f8ae3152bfcf243cb61e,rock,scissors,1
6476,6112f8ae3152bfcf243cb61f,scissors,scissors,0
6477,6112f8ae3152bfcf243cb620,scissors,paper,1
6478,6112f8ae3152bfcf243cb621,scissors,paper,1
6479,6112f8ae3152bfcf243cb622,rock,paper,-1
6480,6112f8ae3152bfcf243cb623,paper,scissors,-1
6481,6112f8ae3152bfcf243cb624,rock,rock,0
6482,6112f8ae3152bfcf243cb625,scissors,paper,1
6483,6112f8ae3152bfcf243cb626,paper,scissors,-1
6484,6112f8ae3152bfcf243cb627,paper,paper,0
6485,6112f8ae3152bfcf243cb628,scissors,rock,-1
6486,6112f8ae3152bfcf243cb629,scissors,paper,1
6487,6112f8ae3152bfcf243cb62a,scissors,scissors,0
6488,6112f8ae3152bfcf243cb62b,scissors,rock,-1
6489,6112f8ae3152bfcf243cb62c,paper,scissors,-1
6490,6112f8ae3152bfcf243cb62d,rock,rock,0
6491,6112f8ae3152bfcf243cb62e,paper,rock,1
6492,6112f8ae3152bfcf243cb62f,scissors,scissors,0
6493,6112f8ae3152bfcf243cb630,scissors,scissors,0
6494,6112f8ae3152bfcf243cb631,paper,paper,0
6495,6112f8ae3152bfcf243cb632,rock,scissors,1
6496,6112f8ae3152bfcf243cb633,paper,scissors,-1
6497,6112f8ae3152bfcf243cb634,paper,rock,1
6498,6112f8ae3152bfcf243cb635,paper,rock,1
6499,6112f8ae3152bfcf243cb636,rock,scissors,1
6500,6112f8ae3152bfcf243cb637,rock,scissors,1
6501,6112f8ae3152bfcf243cb638,scissors,rock,-1
6502,6112f8ae3152bfcf243cb639,scissors,rock,-1
6503,6112f8ae3152bfcf243cb63a,paper,scissors,-1
6504,6112f8ae3152bfcf243cb63b,paper,rock,1
6505,6112f8ae3152bfcf243cb63c,rock,rock,0
6506,6112f8ae3152bfcf243cb63d,paper,paper,0
6507,6112f8ae3152bfcf243cb63e,paper,paper,0
6508,6112f8ae3152bfcf243cb63f,scissors,scissors,0
6509,6112f8ae3152bfcf243cb640,rock,rock,0
6510,6112f8ae3152bfcf243cb641,rock,scissors,1
6511,6112f8ae3152bfcf243cb642,paper,paper,0
6512,6112f8ae3152bfcf243cb643,paper,scissors,-1
6513,6112f8ae3152bfcf243cb644,scissors,rock,-1
6514,6112f8ae3152bfcf243cb645,paper,paper,0
6515,6112f8ae3152bfcf243cb646,scissors,rock,-1
6516,6112f8ae3152bfcf243cb647,paper,paper,0
6517,6112f8ae3152bfcf243cb648,rock,paper,-1
6518,6112f8ae3152bfcf243cb649,rock,scissors,1
6519,6112f8ae3152bfcf243cb64a,paper,paper,0
6520,6112f8ae3152bfcf243cb64b,rock,paper,-1
6521,6112f8ae3152bfcf243cb64c,paper,paper,0
6522,6112f8ae3152bfcf243cb64d,scissors,scissors,0
6523,6112f8ae3152bfcf243cb64e,rock,scissors,1
6524,6112f8ae3152bfcf243cb64f,paper,paper,0
6525,6112f8ae3152bfcf243cb650,paper,scissors,-1
6526,6112f8ae3152bfcf243cb651,paper,paper,0
6527,6112f8ae3152bfcf243cb652,rock,rock,0
6528,6112f8ae3152bfcf243cb653,scissors,rock,-1
6529,6112f8ae3152bfcf243cb654,rock,rock,0
6530,6112f8ae3152bfcf243cb655,paper,scissors,-1
6531,6112f8ae3152bfcf243cb656,scissors,paper,1
6532,6112f8ae3152bfcf243cb657,scissors,scissors,0
6533,6112f8ae3152bfcf243cb658,scissors,paper,1
6534,6112f8ae3152bfcf243cb659,paper,paper,0
6535,6112f8ae3152bfcf243cb65a,rock,paper,-1
6536,6112f8ae3152bfcf243cb65b,rock,rock,0
6537,6112f8ae3152bfcf243cb65c,paper,rock,1
6538,6112f8ae3152bfcf243cb65d,paper,paper,0
6539,6112f8ae3152bfcf243cb65e,paper,paper,0
6540,6112f8ae3152bfcf243cb65f,rock,rock,0
6541,6112f8af3152bfcf243cb660,paper,paper,0
6542,6112f8af3152bfcf243cb661,rock,rock,0
6543,6112f8af3152bfcf243cb662,scissors,paper,1
6544,6112f8af3152bfcf243cb663,scissors,paper,1
6545,6112f8af3152bfcf243cb664,paper,paper,0
6546,6112f8af3152bfcf243cb665,rock,rock,0
6547,6112f8af3152bfcf243cb666,rock,scissors,1
6548,6112f8af3152bfcf243cb667,paper,scissors,-1
6549,6112f8af3152bfcf243cb668,scissors,scissors,0
6550,6112f8af3152bfcf243cb669,paper,rock,1
6551,6112f8af3152bfcf243cb66a,rock,paper,-1
6552,6112f8af3152bfcf243cb66b,scissors,rock,-1
6553,6112f8af3152bfcf243cb66c,paper,rock,1
6554,6112f8af3152bfcf243cb66d,paper,scissors,-1
6555,6112f8af3152bfcf243cb66e,scissors,rock,-1
6556,6112f8af3152bfcf243cb66f,rock,rock,0
6557,6112f8af3152bfcf243cb670,scissors,paper,1
6558,6112f8af3152bfcf243cb671,rock,rock,0
6559,6112f8af3152bfcf243cb672,rock,rock,0
6560,6112f8af3152bfcf243cb673,paper,scissors,-1
6561,6112f8af3152bfcf243cb674,rock,paper,-1
6562,6112f8af3152bfcf243cb675,rock,rock,0
6563,6112f8af3152bfcf243cb676,scissors,paper,1
6564,6112f8af3152bfcf243cb677,paper,rock,1
6565,6112f8af3152bfcf243cb678,rock,scissors,1
6566,6112f8af3152bfcf243cb679,paper,paper,0
6567,6112f8af3152bfcf243cb67a,paper,paper,0
6568,6112f8af3152bfcf243cb67b,rock,paper,-1
6569,6112f8af3152bfcf243cb67c,rock,rock,0
6570,6112f8af3152bfcf243cb67d,paper,rock,1
6571,6112f8af3152bfcf243cb67e,scissors,scissors,0
6572,6112f8af3152bfcf243cb67f,scissors,paper,1
6573,6112f8af3152bfcf243cb680,scissors,paper,1
6574,6112f8af3152bfcf243cb681,rock,paper,-1
6575,6112f8af3152bfcf243cb682,rock,paper,-1
6576,6112f8af3152bfcf243cb683,rock,rock,0
6577,6112f8af3152bfcf243cb684,paper,paper,0
6578,6112f8af3152bfcf243cb685,rock,rock,0
6579,6112f8af3152bfcf243cb686,paper,rock,1
6580,6112f8af3152bfcf243cb687,scissors,paper,1
6581,6112f8af3152bfcf243cb688,paper,scissors,-1
6582,6112f8af3152bfcf243cb689,rock,scissors,1
6583,6112f8af3152bfcf243cb68a,scissors,paper,1
6584,6112f8af3152bfcf243cb68b,paper,rock,1
6585,6112f8af3152bfcf243cb68c,scissors,scissors,0
6586,6112f8af3152bfcf243cb68d,paper,rock,1
6587,6112f8af3152bfcf243cb68e,rock,scissors,1
6588,6112f8af3152bfcf243cb68f,paper,scissors,-1
6589,6112f8af3152bfcf243cb690,rock,rock,0
6590,6112f8af3152bfcf243cb691,scissors,paper,1
6591,6112f8af3152bfcf243cb692,paper,scissors,-1
6592,6112f8af3152bfcf243cb693,scissors,paper,1
6593,6112f8af3152bfcf243cb694,scissors,paper,1
6594,6112f8af3152bfcf243cb695,scissors,scissors,0
6595,6112f8af3152bfcf243cb696,paper,rock,1
6596,6112f8af3152bfcf243cb697,paper,paper,0
6597,6112f8af3152bfcf243cb698,rock,scissors,1
6598,6112f8af3152bfcf243cb699,paper,paper,0
6599,6112f8af3152bfcf243cb69a,rock,scissors,1
6600,6112f8af3152bfcf243cb69b,scissors,scissors,0
6601,6112f8af3152bfcf243cb69c,paper,scissors,-1
6602,6112f8af3152bfcf243cb69d,scissors,rock,-1
6603,6112f8af3152bfcf243cb69e,rock,rock,0
6604,6112f8af3152bfcf243cb69f,rock,paper,-1
6605,6112f8af3152bfcf243cb6a0,scissors,paper,1
6606,6112f8af3152bfcf243cb6a1,scissors,scissors,0
6607,6112f8af3152bfcf243cb6a2,scissors,rock,-1
6608,6112f8af3152bfcf243cb6a3,paper,scissors,-1
6609,6112f8af3152bfcf243cb6a4,paper,rock,1
6610,6112f8af3152bfcf243cb6a5,rock,paper,-1
6611,6112f8af3152bfcf243cb6a6,rock,scissors,1
6612,6112f8af3152bfcf243cb6a7,scissors,rock,-1
6613,6112f8af3152bfcf243cb6a8,rock,paper,-1
6614,6112f8af3152bfcf243cb6a9,paper,paper,0
6615,6112f8af3152bfcf243cb6aa,paper,scissors,-1
6616,6112f8af3152bfcf243cb6ab,paper,paper,0
6617,6112f8af3152bfcf243cb6ac,paper,paper,0
6618,6112f8af3152bfcf243cb6ad,scissors,paper,1
6619,6112f8af3152bfcf243cb6ae,scissors,scissors,0
6620,6112f8af3152bfcf243cb6af,rock,rock,0
6621,6112f8af3152bfcf243cb6b0,paper,scissors,-1
6622,6112f8af3152bfcf243cb6b1,rock,scissors,1
